"variable","value","geoid","geotype"
hsp1,5033.0,QN0504,NTA2020
hsp1,6.0,QN0571,NTA2020
hsp1,4.0,QN0572,NTA2020
hsp1,0.0,QN0573,NTA2020
hsp1,26.0,QN0574,NTA2020
hsp1,4682.0,QN0601,NTA2020
hsp1,10410.0,QN0602,NTA2020
hsp1,9418.0,QN0701,NTA2020
hsp1,3000.0,QN0702,NTA2020
hsp1,1855.0,QN0703,NTA2020
hsp1,8814.0,QN0704,NTA2020
hsp1,5932.0,QN0705,NTA2020
hsp1,2930.0,QN0706,NTA2020
hsp1,9225.0,QN0707,NTA2020
hsp1,0.0,QN0761,NTA2020
hsp1,0.0,QN0791,NTA2020
hsp1,4960.0,QN0801,NTA2020
hsp1,6184.0,QN0802,NTA2020
hsp1,2151.0,QN0803,NTA2020
hsp1,3217.0,QN0804,NTA2020
hsp1,8699.0,QN0805,NTA2020
hsp1,1.0,QN0871,NTA2020
hsp1,4.0,QN0891,NTA2020
hsp1,5651.0,QN0901,NTA2020
hsp1,14635.0,QN0902,NTA2020
hsp1,5877.0,QN0903,NTA2020
hsp1,10816.0,QN0904,NTA2020
hsp1,21622.0,QN0905,NTA2020
hsp1,15945.0,QN1001,NTA2020
hsp1,8112.0,QN1002,NTA2020
hsp1,4399.0,QN1003,NTA2020
hsp1,0.0,QN1091,NTA2020
hsp1,4170.0,QN1101,NTA2020
hsp1,3595.0,QN1102,NTA2020
hsp1,2015.0,QN1103,NTA2020
hsp1,2037.0,QN1104,NTA2020
hsp1,8.0,QN1191,NTA2020
hsp1,21254.0,QN1201,NTA2020
hsp1,5749.0,QN1202,NTA2020
hsp1,4107.0,QN1203,NTA2020
hsp1,1972.0,QN1204,NTA2020
hsp1,3004.0,QN1205,NTA2020
hsp1,3268.0,QN1206,NTA2020
hsp1,2082.0,QN1301,NTA2020
hsp1,4078.0,QN1302,NTA2020
hsp1,9811.0,QN1303,NTA2020
hsp1,964.0,QN1304,NTA2020
hsp1,1340.0,QN1305,NTA2020
hsp1,1738.0,QN1306,NTA2020
hsp1,2342.0,QN1307,NTA2020
hsp1,0.0,QN1371,NTA2020
hsp1,13442.0,QN1401,NTA2020
hsp1,8716.0,QN1402,NTA2020
hsp1,1940.0,QN1403,NTA2020
hsp1,0.0,QN1491,NTA2020
hsp1,0.0,QN8081,NTA2020
hsp1,20.0,QN8191,NTA2020
hsp1,19.0,QN8291,NTA2020
hsp1,0.0,QN8381,NTA2020
hsp1,0.0,QN8491,NTA2020
hsp1,4.0,QN8492,NTA2020
hsp1,5744.0,SI0101,NTA2020
hsp1,6211.0,SI0102,NTA2020
hsp1,5549.0,SI0103,NTA2020
hsp1,7987.0,SI0104,NTA2020
hsp1,3863.0,SI0105,NTA2020
hsp1,9657.0,SI0106,NTA2020
hsp1,11042.0,SI0107,NTA2020
hsp1,2.0,SI0191,NTA2020
hsp1,5400.0,SI0201,NTA2020
hsp1,3669.0,SI0202,NTA2020
hsp1,3087.0,SI0203,NTA2020
hsp1,5282.0,SI0204,NTA2020
hsp1,16.0,SI0291,NTA2020
hsp1,2209.0,SI0301,NTA2020
hsp1,4096.0,SI0302,NTA2020
hsp1,3004.0,SI0303,NTA2020
hsp1,2469.0,SI0304,NTA2020
hsp1,1553.0,SI0305,NTA2020
hsp1,44.0,SI0391,NTA2020
hsp1,157.0,SI9561,NTA2020
hsp1,0.0,SI9591,NTA2020
hsp1,10.0,SI9592,NTA2020
hsp1,0.0,SI9593,NTA2020
hsp1p,72.3,BX0101,NTA2020
hsp1p,69.1,BX0102,NTA2020
hsp1p,73.3,BX0201,NTA2020
hsp1p,75.1,BX0202,NTA2020
hsp1p,,BX0291,NTA2020
hsp1p,56.3,BX0301,NTA2020
hsp1p,51.2,BX0302,NTA2020
hsp1p,64.8,BX0303,NTA2020
hsp1p,,BX0391,NTA2020
hsp1p,58.5,BX0401,NTA2020
hsp1p,64.7,BX0402,NTA2020
hsp1p,68.2,BX0403,NTA2020
hsp1p,,BX0491,NTA2020
hsp1p,,BX0492,NTA2020
hsp1p,63.8,BX0501,NTA2020
hsp1p,67.4,BX0502,NTA2020
hsp1p,70.6,BX0503,NTA2020
hsp1p,73.9,BX0601,NTA2020
hsp1p,63.5,BX0602,NTA2020
hsp1p,60.1,BX0603,NTA2020
hsp1p,70.9,BX0701,NTA2020
hsp1p,65.2,BX0702,NTA2020
hsp1p,58.7,BX0703,NTA2020
hsp1p,66.0,BX0801,NTA2020
hsp1p,60.0,BX0802,NTA2020
hsp1p,17.0,BX0803,NTA2020
hsp1p,62.3,BX0901,NTA2020
hsp1p,62.1,BX0902,NTA2020
hsp1p,60.6,BX0903,NTA2020
hsp1p,38.1,BX0904,NTA2020
hsp1p,100.0,BX0991,NTA2020
hsp1p,58.1,BX1001,NTA2020
hsp1p,41.0,BX1002,NTA2020
hsp1p,29.9,BX1003,NTA2020
hsp1p,27.7,BX1004,NTA2020
hsp1p,,BX1071,NTA2020
hsp1p,100.0,BX1091,NTA2020
hsp1p,55.8,BX1101,NTA2020
hsp1p,26.3,BX1102,NTA2020
hsp1p,31.7,BX1103,NTA2020
hsp1p,48.3,BX1104,NTA2020
hsp1p,27.7,BX1161,NTA2020
hsp1p,26.9,BX1201,NTA2020
hsp1p,22.3,BX1202,NTA2020
hsp1p,18.7,BX1203,NTA2020
hsp1p,,BX1271,NTA2020
hsp1p,,BX2691,NTA2020
hsp1p,56.0,BX2791,NTA2020
hsp1p,29.1,BX2891,NTA2020
hsp1p,34.1,QN0151,NTA2020
hsp1p,14.7,BK0101,NTA2020
hsp1p,37.7,BK0102,NTA2020
hsp1p,10.1,BK0103,NTA2020
hsp1p,40.4,BK0104,NTA2020
hsp1p,7.3,BK0201,NTA2020
hsp1p,17.8,BK0202,NTA2020
hsp1p,18.3,BK0203,NTA2020
hsp1p,12.4,BK0204,NTA2020
hsp1p,,BK0261,NTA2020
hsp1p,21.4,BK0301,NTA2020
hsp1p,18.5,BK0302,NTA2020
hsp1p,71.8,BK0401,NTA2020
hsp1p,59.5,BK0402,NTA2020
hsp1p,57.1,BK0471,NTA2020
hsp1p,66.1,BK0501,NTA2020
hsp1p,36.3,BK0502,NTA2020
hsp1p,20.5,BK0503,NTA2020
hsp1p,17.8,BK0504,NTA2020
hsp1p,31.8,BK0505,NTA2020
hsp1p,,BK0571,NTA2020
hsp1p,24.4,BK0601,NTA2020
hsp1p,12.7,BK0602,NTA2020
hsp1p,16.9,BK0701,NTA2020
hsp1p,65.7,BK0702,NTA2020
hsp1p,36.8,BK0703,NTA2020
hsp1p,40.0,BK0771,NTA2020
hsp1p,11.5,BK0801,NTA2020
hsp1p,12.0,BK0802,NTA2020
hsp1p,,BK0891,NTA2020
hsp1p,8.9,BK0901,NTA2020
hsp1p,9.7,BK0902,NTA2020
hsp1p,15.6,BK1001,NTA2020
hsp1p,11.9,BK1002,NTA2020
hsp1p,31.9,BK1061,NTA2020
hsp1p,,BK1091,NTA2020
hsp1p,14.1,BK1101,NTA2020
hsp1p,13.0,BK1102,NTA2020
hsp1p,12.1,BK1103,NTA2020
hsp1p,22.6,BK1201,NTA2020
hsp1p,9.3,BK1202,NTA2020
hsp1p,17.7,BK1203,NTA2020
hsp1p,7.8,BK1204,NTA2020
hsp1p,13.7,BK1301,NTA2020
hsp1p,17.6,BK1302,NTA2020
hsp1p,15.7,BK1303,NTA2020
hsp1p,,BK1391,NTA2020
hsp1p,20.1,BK1401,NTA2020
hsp1p,18.5,BK1402,NTA2020
hsp1p,6.9,BK1403,NTA2020
hsp1p,9.6,BK1501,NTA2020
hsp1p,6.9,BK1502,NTA2020
hsp1p,8.1,BK1503,NTA2020
hsp1p,17.9,BK1601,NTA2020
hsp1p,21.3,BK1602,NTA2020
hsp1p,9.1,BK1701,NTA2020
hsp1p,6.3,BK1702,NTA2020
hsp1p,4.8,BK1703,NTA2020
hsp1p,6.8,BK1704,NTA2020
hsp1p,3.4,BK1771,NTA2020
hsp1p,8.9,BK1801,NTA2020
hsp1p,7.9,BK1802,NTA2020
hsp1p,8.3,BK1803,NTA2020
hsp1p,,BK1891,NTA2020
hsp1p,,BK1892,NTA2020
hsp1p,,BK1893,NTA2020
hsp1p,,BK5591,NTA2020
hsp1p,,BK5691,NTA2020
hsp1p,,BK5692,NTA2020
hsp1p,,BK5693,NTA2020
hsp1p,7.7,MN0101,NTA2020
hsp1p,8.4,MN0102,NTA2020
hsp1p,15.4,MN0191,NTA2020
hsp1p,6.7,MN0201,NTA2020
hsp1p,5.8,MN0202,NTA2020
hsp1p,6.3,MN0203,NTA2020
hsp1p,14.2,MN0301,NTA2020
hsp1p,33.6,MN0302,NTA2020
hsp1p,25.1,MN0303,NTA2020
hsp1p,16.5,MN0401,NTA2020
hsp1p,19.3,MN0402,NTA2020
hsp1p,7.4,MN0501,NTA2020
hsp1p,8.2,MN0502,NTA2020
hsp1p,6.7,MN0601,NTA2020
hsp1p,7.2,MN0602,NTA2020
hsp1p,9.4,MN0603,NTA2020
hsp1p,5.7,MN0604,NTA2020
hsp1p,,MN0661,NTA2020
hsp1p,8.6,MN0701,NTA2020
hsp1p,12.4,MN0702,NTA2020
hsp1p,27.6,MN0703,NTA2020
hsp1p,7.3,MN0801,NTA2020
hsp1p,4.6,MN0802,NTA2020
hsp1p,8.8,MN0803,NTA2020
hsp1p,19.0,MN0901,NTA2020
hsp1p,62.8,MN0902,NTA2020
hsp1p,52.2,MN0903,NTA2020
hsp1p,21.1,MN1001,NTA2020
hsp1p,22.9,MN1002,NTA2020
hsp1p,47.5,MN1101,NTA2020
hsp1p,51.2,MN1102,NTA2020
hsp1p,33.3,MN1191,NTA2020
hsp1p,74.8,MN1201,NTA2020
hsp1p,66.2,MN1202,NTA2020
hsp1p,73.0,MN1203,NTA2020
hsp1p,100.0,MN1291,NTA2020
hsp1p,50.3,MN1292,NTA2020
hsp1p,24.0,MN6491,NTA2020
hsp1p,19.4,QN0101,NTA2020
hsp1p,39.0,QN0102,NTA2020
hsp1p,24.3,QN0103,NTA2020
hsp1p,28.2,QN0104,NTA2020
hsp1p,37.4,QN0105,NTA2020
hsp1p,25.0,QN0161,NTA2020
hsp1p,,QN0171,NTA2020
hsp1p,,QN0191,NTA2020
hsp1p,17.3,QN0201,NTA2020
hsp1p,38.4,QN0202,NTA2020
hsp1p,34.5,QN0203,NTA2020
hsp1p,,QN0261,NTA2020
hsp1p,96.3,QN0271,NTA2020
hsp1p,56.0,QN0301,NTA2020
hsp1p,63.6,QN0302,NTA2020
hsp1p,85.4,QN0303,NTA2020
hsp1p,42.4,QN0401,NTA2020
hsp1p,66.8,QN0402,NTA2020
hsp1p,26.8,QN0501,NTA2020
hsp1p,48.8,QN0502,NTA2020
hsp1p,33.4,QN0503,NTA2020
hsp1p,15.8,QN0504,NTA2020
hsp1p,24.0,QN0571,NTA2020
hsp1p,21.1,QN0572,NTA2020
hsp1p,,QN0573,NTA2020
hsp1p,35.6,QN0574,NTA2020
hsp1p,16.6,QN0601,NTA2020
hsp1p,12.4,QN0602,NTA2020
hsp1p,33.3,QN0701,NTA2020
hsp1p,11.2,QN0702,NTA2020
hsp1p,8.5,QN0703,NTA2020
hsp1p,15.8,QN0704,NTA2020
hsp1p,18.4,QN0705,NTA2020
hsp1p,14.1,QN0706,NTA2020
hsp1p,14.8,QN0707,NTA2020
hsp1p,,QN0761,NTA2020
hsp1p,,QN0791,NTA2020
hsp1p,14.5,QN0801,NTA2020
hsp1p,18.3,QN0802,NTA2020
hsp1p,10.1,QN0803,NTA2020
hsp1p,14.5,QN0804,NTA2020
hsp1p,23.8,QN0805,NTA2020
hsp1p,100.0,QN0871,NTA2020
hsp1p,5.5,QN0891,NTA2020
hsp1p,24.3,QN0901,NTA2020
hsp1p,44.4,QN0902,NTA2020
hsp1p,24.3,QN0903,NTA2020
hsp1p,44.8,QN0904,NTA2020
hsp1p,56.3,QN0905,NTA2020
hsp1p,21.0,QN1001,NTA2020
hsp1p,37.9,QN1002,NTA2020
hsp1p,16.8,QN1003,NTA2020
hsp1p,,QN1091,NTA2020
hsp1p,12.3,QN1101,NTA2020
hsp1p,10.3,QN1102,NTA2020
hsp1p,8.1,QN1103,NTA2020
hsp1p,8.7,QN1104,NTA2020
hsp1p,11.1,QN1191,NTA2020
hsp1p,39.4,QN1201,NTA2020
hsp1p,15.6,QN1202,NTA2020
hsp1p,10.9,QN1203,NTA2020
hsp1p,6.9,QN1204,NTA2020
hsp1p,6.3,QN1205,NTA2020
hsp1p,14.6,QN1206,NTA2020
hsp1p,9.2,QN1301,NTA2020
hsp1p,16.1,QN1302,NTA2020
hsp1p,18.6,QN1303,NTA2020
hsp1p,5.2,QN1304,NTA2020
hsp1p,5.5,QN1305,NTA2020
hsp1p,8.6,QN1306,NTA2020
hsp1p,9.4,QN1307,NTA2020
hsp1p,,QN1371,NTA2020
hsp1p,25.0,QN1401,NTA2020
hsp1p,23.9,QN1402,NTA2020
hsp1p,7.9,QN1403,NTA2020
hsp1p,,QN1491,NTA2020
hsp1p,,QN8081,NTA2020
hsp1p,35.7,QN8191,NTA2020
hsp1p,16.8,QN8291,NTA2020
hsp1p,,QN8381,NTA2020
hsp1p,,QN8491,NTA2020
hsp1p,23.5,QN8492,NTA2020
hsp1p,30.6,SI0101,NTA2020
hsp1p,38.4,SI0102,NTA2020
hsp1p,23.9,SI0103,NTA2020
hsp1p,22.5,SI0104,NTA2020
hsp1p,13.0,SI0105,NTA2020
hsp1p,46.5,SI0106,NTA2020
hsp1p,35.1,SI0107,NTA2020
hsp1p,66.7,SI0191,NTA2020
hsp1p,15.7,SI0201,NTA2020
hsp1p,13.3,SI0202,NTA2020
hsp1p,10.0,SI0203,NTA2020
hsp1p,13.4,SI0204,NTA2020
hsp1p,30.2,SI0291,NTA2020
hsp1p,10.0,SI0301,NTA2020
hsp1p,7.7,SI0302,NTA2020
hsp1p,10.0,SI0303,NTA2020
hsp1p,6.5,SI0304,NTA2020
hsp1p,9.2,SI0305,NTA2020
hsp1p,45.4,SI0391,NTA2020
hsp1p,21.5,SI9561,NTA2020
hsp1p,,SI9591,NTA2020
hsp1p,32.3,SI9592,NTA2020
hsp1p,,SI9593,NTA2020
wnh,867.0,BX0101,NTA2020
wnh,571.0,BX0102,NTA2020
wnh,205.0,BX0201,NTA2020
wnh,519.0,BX0202,NTA2020
wnh,0.0,BX0291,NTA2020
wnh,450.0,BX0301,NTA2020
wnh,203.0,BX0302,NTA2020
wnh,231.0,BX0303,NTA2020
wnh,0.0,BX0391,NTA2020
wnh,1222.0,BX0401,NTA2020
wnh,402.0,BX0402,NTA2020
wnh,563.0,BX0403,NTA2020
wnh,0.0,BX0491,NTA2020
wnh,0.0,BX0492,NTA2020
wnh,723.0,BX0501,NTA2020
wnh,585.0,BX0502,NTA2020
wnh,531.0,BX0503,NTA2020
wnh,207.0,BX0601,NTA2020
wnh,516.0,BX0602,NTA2020
wnh,5491.0,BX0603,NTA2020
wnh,1724.0,BX0701,NTA2020
wnh,4428.0,BX0702,NTA2020
wnh,3998.0,BX0703,NTA2020
wnh,4887.0,BX0801,NTA2020
wnh,4288.0,BX0802,NTA2020
wnh,29846.0,BX0803,NTA2020
wnh,1402.0,BX0901,NTA2020
wnh,763.0,BX0902,NTA2020
wnh,1345.0,BX0903,NTA2020
wnh,1105.0,BX0904,NTA2020
wnh,0.0,BX0991,NTA2020
wnh,1392.0,BX1001,NTA2020
wnh,20348.0,BX1002,NTA2020
wnh,16488.0,BX1003,NTA2020
wnh,3403.0,BX1004,NTA2020
wnh,0.0,BX1071,NTA2020
wnh,0.0,BX1091,NTA2020
wnh,5977.0,BX1101,NTA2020
wnh,12173.0,BX1102,NTA2020
wnh,7166.0,BX1103,NTA2020
wnh,5537.0,BX1104,NTA2020
wnh,336.0,BX1161,NTA2020
wnh,1470.0,BX1201,NTA2020
wnh,1566.0,BX1202,NTA2020
wnh,7731.0,BX1203,NTA2020
wnh,0.0,BX1271,NTA2020
wnh,0.0,BX2691,NTA2020
wnh,176.0,BX2791,NTA2020
wnh,60.0,BX2891,NTA2020
wnh,782.0,QN0151,NTA2020
wnh,26691.0,BK0101,NTA2020
wnh,23968.0,BK0102,NTA2020
wnh,36670.0,BK0103,NTA2020
wnh,17982.0,BK0104,NTA2020
wnh,17210.0,BK0201,NTA2020
wnh,11771.0,BK0202,NTA2020
wnh,7497.0,BK0203,NTA2020
wnh,9031.0,BK0204,NTA2020
wnh,7.0,BK0261,NTA2020
wnh,13295.0,BK0301,NTA2020
wnh,2675.0,BK0302,NTA2020
wnh,7024.0,BK0401,NTA2020
wnh,2536.0,BK0402,NTA2020
wnh,4.0,BK0471,NTA2020
wnh,1190.0,BK0501,NTA2020
wnh,453.0,BK0502,NTA2020
wnh,515.0,BK0503,NTA2020
wnh,3295.0,BK0504,NTA2020
wnh,802.0,BK0505,NTA2020
wnh,0.0,BK0571,NTA2020
wnh,28888.0,BK0601,NTA2020
wnh,37909.0,BK0602,NTA2020
wnh,15089.0,BK0701,NTA2020
wnh,9497.0,BK0702,NTA2020
wnh,5101.0,BK0703,NTA2020
wnh,3.0,BK0771,NTA2020
wnh,9359.0,BK0801,NTA2020
wnh,7060.0,BK0802,NTA2020
wnh,0.0,BK0891,NTA2020
wnh,12836.0,BK0901,NTA2020
wnh,5882.0,BK0902,NTA2020
wnh,54116.0,BK1001,NTA2020
wnh,21530.0,BK1002,NTA2020
wnh,239.0,BK1061,NTA2020
wnh,0.0,BK1091,NTA2020
wnh,46138.0,BK1101,NTA2020
wnh,16389.0,BK1102,NTA2020
wnh,27795.0,BK1103,NTA2020
wnh,8140.0,BK1201,NTA2020
wnh,68987.0,BK1202,NTA2020
wnh,19463.0,BK1203,NTA2020
wnh,30549.0,BK1204,NTA2020
wnh,15499.0,BK1301,NTA2020
wnh,26662.0,BK1302,NTA2020
wnh,21839.0,BK1303,NTA2020
wnh,0.0,BK1391,NTA2020
wnh,5425.0,BK1401,NTA2020
wnh,15835.0,BK1402,NTA2020
wnh,37282.0,BK1403,NTA2020
wnh,38334.0,BK1501,NTA2020
wnh,27646.0,BK1502,NTA2020
wnh,43944.0,BK1503,NTA2020
wnh,439.0,BK1601,NTA2020
wnh,446.0,BK1602,NTA2020
wnh,820.0,BK1701,NTA2020
wnh,634.0,BK1702,NTA2020
wnh,473.0,BK1703,NTA2020
wnh,297.0,BK1704,NTA2020
wnh,0.0,BK1771,NTA2020
wnh,11793.0,BK1801,NTA2020
wnh,33399.0,BK1802,NTA2020
wnh,4928.0,BK1803,NTA2020
wnh,0.0,BK1891,NTA2020
wnh,0.0,BK1892,NTA2020
wnh,0.0,BK1893,NTA2020
wnh,0.0,BK5591,NTA2020
wnh,25.0,BK5691,NTA2020
wnh,0.0,BK5692,NTA2020
wnh,0.0,BK5693,NTA2020
wnh,25965.0,MN0101,NTA2020
wnh,14841.0,MN0102,NTA2020
wnh,4.0,MN0191,NTA2020
wnh,13669.0,MN0201,NTA2020
wnh,25519.0,MN0202,NTA2020
wnh,28581.0,MN0203,NTA2020
wnh,3392.0,MN0301,NTA2020
wnh,13578.0,MN0302,NTA2020
wnh,35928.0,MN0303,NTA2020
wnh,34899.0,MN0401,NTA2020
wnh,25891.0,MN0402,NTA2020
wnh,17735.0,MN0501,NTA2020
wnh,13767.0,MN0502,NTA2020
wnh,15600.0,MN0601,NTA2020
wnh,20623.0,MN0602,NTA2020
wnh,38073.0,MN0603,NTA2020
wnh,32831.0,MN0604,NTA2020
wnh,0.0,MN0661,NTA2020
wnh,45103.0,MN0701,NTA2020
wnh,72395.0,MN0702,NTA2020
wnh,24599.0,MN0703,NTA2020
wnh,60831.0,MN0801,NTA2020
wnh,53647.0,MN0802,NTA2020
wnh,59233.0,MN0803,NTA2020
wnh,18388.0,MN0901,NTA2020
wnh,1710.0,MN0902,NTA2020
wnh,5287.0,MN0903,NTA2020
wnh,6978.0,MN1001,NTA2020
wnh,4072.0,MN1002,NTA2020
wnh,10072.0,MN1101,NTA2020
wnh,4208.0,MN1102,NTA2020
wnh,162.0,MN1191,NTA2020
wnh,7654.0,MN1201,NTA2020
wnh,19152.0,MN1202,NTA2020
wnh,6592.0,MN1203,NTA2020
wnh,0.0,MN1291,NTA2020
wnh,44.0,MN1292,NTA2020
wnh,2.0,MN6491,NTA2020
wnh,31163.0,QN0101,NTA2020
wnh,4604.0,QN0102,NTA2020
wnh,26031.0,QN0103,NTA2020
wnh,18477.0,QN0104,NTA2020
wnh,5469.0,QN0105,NTA2020
wnh,4.0,QN0161,NTA2020
wnh,0.0,QN0171,NTA2020
wnh,1.0,QN0191,NTA2020
wnh,6024.0,QN0201,NTA2020
wnh,16392.0,QN0202,NTA2020
wnh,10003.0,QN0203,NTA2020
wnh,0.0,QN0261,NTA2020
wnh,0.0,QN0271,NTA2020
wnh,17860.0,QN0301,NTA2020
wnh,1799.0,QN0302,NTA2020
wnh,673.0,QN0303,NTA2020
wnh,7328.0,QN0401,NTA2020
wnh,5107.0,QN0402,NTA2020
wnh,23798.0,QN0501,NTA2020
wnh,26472.0,QN0502,NTA2020
wnh,19793.0,QN0503,NTA2020
wnh,23413.0,QN0504,NTA2020
wnh,15.0,QN0571,NTA2020
wnh,15.0,QN0572,NTA2020
wnh,0.0,QN0573,NTA2020
wnh,30.0,QN0574,NTA2020
wnh,13068.0,QN0601,NTA2020
wnh,48822.0,QN0602,NTA2020
wnh,10010.0,QN0701,NTA2020
wnh,18703.0,QN0702,NTA2020
wnh,14879.0,QN0703,NTA2020
wnh,15904.0,QN0704,NTA2020
wnh,5694.0,QN0705,NTA2020
wnh,3597.0,QN0706,NTA2020
wnh,4832.0,QN0707,NTA2020
wnh,0.0,QN0761,NTA2020
wnh,0.0,QN0791,NTA2020
wnh,19630.0,QN0801,NTA2020
wnh,11165.0,QN0802,NTA2020
wnh,7171.0,QN0803,NTA2020
wnh,6213.0,QN0804,NTA2020
wnh,8177.0,QN0805,NTA2020
wnh,0.0,QN0871,NTA2020
wnh,55.0,QN0891,NTA2020
wnh,11478.0,QN0901,NTA2020
wnh,5052.0,QN0902,NTA2020
wnh,1184.0,QN0903,NTA2020
wnh,3548.0,QN0904,NTA2020
wnh,7092.0,QN0905,NTA2020
wnh,5213.0,QN1001,NTA2020
wnh,6511.0,QN1002,NTA2020
wnh,20068.0,QN1003,NTA2020
wnh,1.0,QN1091,NTA2020
wnh,15658.0,QN1101,NTA2020
wnh,15182.0,QN1102,NTA2020
wnh,13195.0,QN1103,NTA2020
wnh,10878.0,QN1104,NTA2020
wnh,57.0,QN1191,NTA2020
wnh,2068.0,QN1201,NTA2020
wnh,352.0,QN1202,NTA2020
wnh,307.0,QN1203,NTA2020
wnh,215.0,QN1204,NTA2020
wnh,494.0,QN1205,NTA2020
wnh,604.0,QN1206,NTA2020
wnh,10914.0,QN1301,NTA2020
wnh,7974.0,QN1302,NTA2020
wnh,3385.0,QN1303,NTA2020
wnh,259.0,QN1304,NTA2020
wnh,358.0,QN1305,NTA2020
wnh,397.0,QN1306,NTA2020
wnh,1334.0,QN1307,NTA2020
wnh,0.0,QN1371,NTA2020
wnh,13100.0,QN1401,NTA2020
wnh,6171.0,QN1402,NTA2020
wnh,21175.0,QN1403,NTA2020
wnh,0.0,QN1491,NTA2020
wnh,0.0,QN8081,NTA2020
wnh,14.0,QN8191,NTA2020
wnh,85.0,QN8291,NTA2020
wnh,0.0,QN8381,NTA2020
wnh,0.0,QN8491,NTA2020
wnh,13.0,QN8492,NTA2020
wnh,4754.0,SI0101,NTA2020
wnh,3035.0,SI0102,NTA2020
wnh,8161.0,SI0103,NTA2020
wnh,18653.0,SI0104,NTA2020
wnh,22605.0,SI0105,NTA2020
wnh,4904.0,SI0106,NTA2020
wnh,7412.0,SI0107,NTA2020
wnh,1.0,SI0191,NTA2020
wnh,23827.0,SI0201,NTA2020
wnh,21665.0,SI0202,NTA2020
wnh,20602.0,SI0203,NTA2020
wnh,27414.0,SI0204,NTA2020
wnh,33.0,SI0291,NTA2020
wnh,18416.0,SI0301,NTA2020
wnh,46248.0,SI0302,NTA2020
wnh,24185.0,SI0303,NTA2020
wnh,33599.0,SI0304,NTA2020
wnh,14142.0,SI0305,NTA2020
wnh,38.0,SI0391,NTA2020
wnh,463.0,SI9561,NTA2020
wnh,0.0,SI9591,NTA2020
wnh,12.0,SI9592,NTA2020
wnh,0.0,SI9593,NTA2020
wnhp,1.7,BX0101,NTA2020
wnhp,1.5,BX0102,NTA2020
wnhp,1.3,BX0201,NTA2020
wnhp,1.4,BX0202,NTA2020
wnhp,,BX0291,NTA2020
wnhp,1.5,BX0301,NTA2020
wnhp,0.9,BX0302,NTA2020
wnhp,0.9,BX0303,NTA2020
wnhp,,BX0391,NTA2020
wnhp,1.8,BX0401,NTA2020
wnhp,1.3,BX0402,NTA2020
wnhp,1.2,BX0403,NTA2020
wnhp,,BX0491,NTA2020
wnhp,,BX0492,NTA2020
wnhp,1.4,BX0501,NTA2020
wnhp,1.3,BX0502,NTA2020
wnhp,1.6,BX0503,NTA2020
wnhp,1.1,BX0601,NTA2020
wnhp,1.7,BX0602,NTA2020
wnhp,15.8,BX0603,NTA2020
wnhp,3.9,BX0701,NTA2020
wnhp,8.3,BX0702,NTA2020
wnhp,9.9,BX0703,NTA2020
wnhp,14.0,BX0801,NTA2020
wnhp,19.0,BX0802,NTA2020
wnhp,68.0,BX0803,NTA2020
wnhp,2.0,BX0901,NTA2020
wnhp,2.2,BX0902,NTA2020
wnhp,3.6,BX0903,NTA2020
wnhp,3.7,BX0904,NTA2020
wnhp,,BX0991,NTA2020
wnhp,8.9,BX1001,NTA2020
wnhp,46.1,BX1002,NTA2020
wnhp,62.0,BX1003,NTA2020
wnhp,9.6,BX1004,NTA2020
wnhp,,BX1071,NTA2020
wnhp,,BX1091,NTA2020
wnhp,19.5,BX1101,NTA2020
wnhp,53.1,BX1102,NTA2020
wnhp,26.3,BX1103,NTA2020
wnhp,16.3,BX1104,NTA2020
wnhp,37.6,BX1161,NTA2020
wnhp,2.7,BX1201,NTA2020
wnhp,3.2,BX1202,NTA2020
wnhp,17.0,BX1203,NTA2020
wnhp,,BX1271,NTA2020
wnhp,,BX2691,NTA2020
wnhp,13.0,BX2791,NTA2020
wnhp,11.7,BX2891,NTA2020
wnhp,7.1,QN0151,NTA2020
wnhp,76.9,BK0101,NTA2020
wnhp,52.4,BK0102,NTA2020
wnhp,86.8,BK0103,NTA2020
wnhp,35.7,BK0104,NTA2020
wnhp,75.2,BK0201,NTA2020
wnhp,47.8,BK0202,NTA2020
wnhp,28.4,BK0203,NTA2020
wnhp,37.6,BK0204,NTA2020
wnhp,100.0,BK0261,NTA2020
wnhp,17.8,BK0301,NTA2020
wnhp,3.5,BK0302,NTA2020
wnhp,13.1,BK0401,NTA2020
wnhp,4.3,BK0402,NTA2020
wnhp,28.6,BK0471,NTA2020
wnhp,2.9,BK0501,NTA2020
wnhp,1.2,BK0502,NTA2020
wnhp,1.1,BK0503,NTA2020
wnhp,24.1,BK0504,NTA2020
wnhp,1.9,BK0505,NTA2020
wnhp,,BK0571,NTA2020
wnhp,53.7,BK0601,NTA2020
wnhp,70.9,BK0602,NTA2020
wnhp,66.9,BK0701,NTA2020
wnhp,18.2,BK0702,NTA2020
wnhp,9.8,BK0703,NTA2020
wnhp,60.0,BK0771,NTA2020
wnhp,47.2,BK0801,NTA2020
wnhp,9.2,BK0802,NTA2020
wnhp,,BK0891,NTA2020
wnhp,25.5,BK0901,NTA2020
wnhp,12.8,BK0902,NTA2020
wnhp,66.9,BK1001,NTA2020
wnhp,52.0,BK1002,NTA2020
wnhp,31.3,BK1061,NTA2020
wnhp,,BK1091,NTA2020
wnhp,48.0,BK1101,NTA2020
wnhp,54.8,BK1102,NTA2020
